id,source,category,question,answer,modified
187,한국교통안전공단,자동차튜닝,튜닝승인 검토기한은 얼마나 걸리나요?,"자동차 관리법 시행규칙 제56조 2항에 따라,
신청을 받은 날부터 10일 이내에 튜닝승인서를 발급하도록 되어 있습니다.

단, 일부 신속 승인 항목*에 한하여 1일 이내에 튜닝승인서를 발급하도록 되어 있습니다.
- 동력전달장치(수동/자동 변속기, 밋션),
- 픽업형 화물자동차의 적재함 덮개(픽업덮개, 하드탑, 하프탑)
- [자동차] 소음방지장치(튜닝머플러)
- 등화장치(주간주행등, 안개등, 경광등 등)

※ 보완요청이 발생하는 경우, 검토기한은 재신청(보완완료) 된 날로부터 다시 산정됩니다.",2021-11-17
224,한국교통안전공단,철도안전,철도종사자 신체검사 판정서 등록은 어떻게 하나요?,"철도종사자 신체검사 판정서 등록

■ 철도종사자 신체검사 판정서 관리 관련, 철도종사자 등의 신체검사에 관한 지침 제9조(기록보존 등)를 근거로 하며
■ 교육생의 경우 교육훈련기관이, 철도종사자의 경우에는 철도운영기관이, 소속이 없는 운전면허시험·관제자격증명 응시자의 경우에는 한국교통안전공단이 각각 철도안전정보망에 입력하여야 합니다.
■ TS국가자격시험(https://lic.kotsa.or.kr/railroad/main.do)에 신체검사 판정서가 등록되지 않은 운전면허시험·관제자격증명 응시자의 경우, 신체검사 판정서의 원본을 아래 주소로 보내주시기 바랍니다.
 ※ 판정서에 판정(발급)번호 유무 확인, 주민번호 13자리 기재 유무 확인, 연락가능한 번호 기재 필수
■ 주소 : 경북 김천시 혁신6로17 한국교통안전공단 철도안전처
 ※ 단, 채용신체 검사의 경우 해당 철도운영기관에서 등록함을 알려드립니다.
■ 기타 자세한 사항은 054-459-7329~7336로 문의바랍니다.",2025-09-16
248,한국교통안전공단,도로자격(화물·버스·택시·정밀),운전적성정밀검사 판정표 인터넷 재발급 오류는 어떻게 해결하나요?,"■ 판정표 인터넷 재발급에 불편을 드려 죄송합니다. 아래의 조치 전 internet explorer 종료(프로세스 포함 전체 종료 후 진행)하신 후에 진행하여 주시기 바랍니다.
1. 조치방법 Acrobat Reader DC 재설치(https://www.adobe.com) → 판정표 출력조치2) Acrobat Reader DC 실행 → 편집 → 기본설정 → 보안(고급) → '내 Win OS 보안 영역의 사이트 자동으로 신뢰' 체크박스 해제 → 확인 → 판정표 출력",2025-09-09
267,한국교통안전공단,항공안전,[항공자격] 실기시험위원(평가위원)은 공개할 수 있나요?,실기시험위원(평가위원)의 신상 공개는 시험에 부정적 영향 등의 우려와 위원의 개인정보 등 신상 보호를 위해 비공개합니다.,2022-04-28
465,한국교통안전공단,자동차검사,종합검사 통지를 받은 후 차량을 폐기한 경우 별도의 신고를 해야합니까?,"자동차검사기간부여 및 미수검 과태료 부과 등은 관할관청에서 담당하고 있으며, 공단은 자동차검사를 시행하는 기관입니다.
따라서 차량말소 이후 통보하는 절차는 별도로 존재하지 않음을 알려드립니다.",2025-09-09
431,한국교통안전공단,드론안전,(초경량비행장치사용사업) 등록 시 무인비행장치 중량에 맞는 조종자증명을 증빙해야 인정하는지 ?,"네, 아래와 같은 중량에 맞는 조종자증명을 제시하여야 합니다.
 최대이륙중량 25KG 초과 ~ 150KG 이하 - 1종 조종자증명
 최대이륙중량 7KG 초과 ~ 25KG 이하 - 2종 조종자 증명
 최대이륙중량 2KG 초과 ~ 7KG 이하 - 3종 조종자 증명
 최대이륙중량 250G 초과 ~ 2KG 이하 - 4종 온라인 교육(6시간) 수료증
 * 온라인 교육은 https://edu.kotsa.or.kr에서 수강하실 수 있습니다.",2022-11-16
223,한국교통안전공단,철도안전,신분증 인정 범위는 어떻게 되나요?,"신분증으로 인정 할 수 있는 범위는 아래와 같습니다.

■ 신분확인이 가능한 신분증명서 - 주민등록증, 주민등록증 발급신청 확인서(사진에 간인 후 주요 기재사항에 테이프가 부착된 것), 운전면허증, 여권, 공무원증, 교원자격증(사립학교 포함), 국가기술자격증, 대학교 이상 학생증(재학 중인 것이 확인된 경우), 장애인복지카드, 전역증(전역 후 1년 이내), 외국인등록증 등
■ 위 신분증명서의 제한 조건 - 사진, 주민등록번호(13자리), 성명이 명확하게 기재되어 있고 공공기관의 기관장이 발행한 것에 한함 - 유효기간이 명시되어 있는 신분증명서인 경우 유효기간이 경과하지 아니할 것(여권, 주민등록증 발급신청 확인서 등) - 신분증명서 미소지자가 지문조회만으로 신분확인을 요하는 경우 불인정
■기타 자세한 사항은 054-459-7329~7336로 문의바랍니다.",2025-09-10
278,한국교통안전공단,항공안전,"[항공자격]학과, 실기시험에 합격했습니다. 자격증은 어떻게 발급받을 수 있나요?","한국교통안전공단 홈페이지의 항공자격시험 분야에서 로그인 후 자격증 발급메뉴로 신청 가능합니다.  우편 등기로 받아보실 수 있으며, 3~4일 정도 소요됩니다.

직접 방문하여 발급받고자 하는 경우에는 한국교통안전공단 사무실(서울시 마포구 구룡길 15 3층 항공자격처)에 방문하시면 됩니다.
이 경우 조종사, 관제사, 경량항공기조종사는 유효한 해당 신체검사증명서를 첨부하여야 합니다. 업무시간은 9시~18시까지이고, 12시~13시는 점심시간이오니 업무에 참고하시기 바랍니다.

☏항공종사자/경량항공기조종사 자격증명 발급 : 항공자격처(서울 마포구) 02-3151-1500",2025-12-29
192,한국교통안전공단,자동차튜닝,튜닝작업등록은 어디에서 하나요?,"메뉴: 사이버검사소 - 튜닝서비스 - 튜닝작업등록관리 - 튜닝이력등록 탭

참고 링크(정비업체/제작사에서 참고)
https://cyberts.kr/dr/cdp/cdp/readDrCdpCarDtaPublicDetailView.do?nttId=107401&bbsId=BBSMSTR_000000000091

확인 사항
- 현장접수 여부 (검사소를 직접 방문하여 서류 승인한 경우)
- 운행구분(운행/말소/부활)
- 차량 번호
- 튜닝승인번호 입력(""튜닝승인서""서류의 제0000-0000-00000호)

작업내용,부품상태 입력 후 """"등록""""버튼 클릭",2025-08-26
384,한국교통안전공단,도로자격(화물·버스·택시·정밀),택시운전 자격시험 응시전형은 어떻게 되나요?,"■ 여객자동차 운수사업법 시행규칙 제54조에 의해 3가시 응시전형이 있습니다
 1. 일반전형(4과목)
  가. 응시대상 : 신규 택시운전자격증 취득 희망자
  나. 응시과목 : 교통 및 운수관련 법규, 안전운행요령, 운송서비스, 지리

 2. 특례1전형(1과목)
  가. 응시대상 : 기존 택시운전 자격 소지자 중 타 지역자격증을 취득하려는 자
  나. 응시과목 : 지리

 3. 특례2전형(2과목)
  가. 응시대상
   1) 시험일 기준 연속으로 4년간 사업용 차동차를 운행해야 하며, 시험일 기준 연속으로 3년간 무사고 운전자
   2) 표시장(무사고 운전자, 유공 운전자)을 받은자
  나. 응시과목 : 교통 및 운수관련 법규, 지리",2025-09-09
434,한국교통안전공단,안전검사(기계식주차·삭도·궤도),기계식주차장치 관리인 배치 기준은 뭔가요?,"「주차장법」제19조의20 제1항에 따라 “대통령령으로 정하는 일정 규모 이상의 기계식주차장치가 설치 된 때에는 주차장 이용자의 안전을 위해 기계식주차장치 관리인을 두어야 한다.” 라고 규정되어 있습니다.
이때, “일정 규모 이상의 기계식주차장치“란 같은 법 시행령 제12조의10에 따라서 수용할 수 있는 자동차대수가 20대 이상인 기계식주차장치를 말합니다.
또한, 같은법 같은조제3항에 따라 기계식주차장의 관리인은 기계식주차장치 관리인교육을 받은 사람으로 선임하여야 합니다.
이를 위반하여 기계식주차장치 관리인을 두지 아니한 자는 1년이하의 징역 또는 1천만원 이하의 벌금에 처하며, 관리인교육을 받지 아니한 사람을 기계식주차장치 관리인으로 선임하거나 보수교육을 받게 아니한 자는 100만원 이하의 과태료가 부과됩니다.",2025-09-12
386,한국교통안전공단,도로자격(화물·버스·택시·정밀),화물운송종사시험제도란?,"■ 화물자동차 운전자의 전문성 확보를 통한 화물운송서비스 개선 및 운전자요인에 의한 교통사고 예방을 위해 도입된 제도로 화물자동차운수사업법 제8조제1항제3호 및 제4호에 의해 사업용 화물자동차를 운전하고자 하는 사람이 취득해야 하는 자격입니다.
■ 사업용(영업용) 화물자동차란?
 1. 타인의 운송수요에 부응하여 운송서비스를 제공하고 그에 대한 대가를 받는 “유상운송”을 목적으로 등록하는 화물자동차
 2. 화물자동차에 사업용 노란색 차량번호판을 장착한 차량
■ 화물운송종사자격시험 절차 및 조건
 1. 자격취득절차: 운전적성 정밀검사 → 시험접수 → 시험응시 → 시험합격 → 합격자교육(8시간) → 자격증교부
 2. 자격응시조건 : 다음의 요건을 모두 갖춘 자
  가. 연령 : 만 20세 이상
  나. 운전면허 소지자(시험접수 마감일 기준), 2종 보통 운전면허 이상 보유
  다. 자동차 운전경력 2년 이상
  라. 운전적성 정밀검사(신규검사) 기준에 적합한 사람
  마. 화물자동차운수사업법 제9조의 결격사유에 해당하지 않을 것(결격사유에 해당하는 경우 시험에 응시 후 합격하여도 자격이 취소됩니다.)
 ※ 결격사유 법령 : 화물자동차운수사업법 제9조(결격사유)",2025-09-09
17,한국교통안전공단,도로안전,개인택시면허 양수요건 교통안전교육 신청 전 확인사항이 있나요?,"■ 교육 신청자는 교육 신청 전 택시운전자격을 취득하여야 하며, 교육 전 무사고경력을 확인해보아야 합니다
■ 택시운전자격은 교통안전체험교육센터 내 [마이페이지] - [지원자격 확인]을 통해 확인이 가능합니다.
■ 무사고 확인은 경찰청 교통민원24(efine.go.kr) 또는 정부24(http://www.gov.kr) 또는 가까운 경찰서를 방문 후 운전경력증명서 발급을 통해 조회 가능합니다.
 (조회일 기준 5년 이내에 사고가 있을 경우, 교육 이수를 하더라도 개인택시면허 양수가 불가할 수 있으며,소재지 지자체의 개인택시면허 양수요건을 사전에 확인하시어 신청하셔야 합니다.)
■ 기타 궁금하신 사항은 홈페이지나 고객콜센터(1577-0990)로 문의하여 주시기 바랍니다.",2025-09-09
372,한국교통안전공단,자동차검사,디젤차량 질소산화물 검사대상은?,「대기환경보전법 시행규칙」 [별표 21]에 따라 경유 사용 자동차 중 2018년 1월 1일 이후 등록된 한국형 경유147 검사대상 자동차와 2016년 9월 1일 이후 등록된 LUG DOWN 3모드 적용 대상 자동차는 질소산화물 검사대상입니다.,2025-09-09
188,한국교통안전공단,자동차튜닝,튜닝승인 대리인 신청은 어떻게 하나요?,"대리인이란,
자동차등록증상 등록된 소유주 정보(주민번호,사업자번호,법인번호)가 신청자와 다른 경우
*공동명의의 경우 차량등록증상 등록된 소유자 번호를 기준으로 합니다
링크 참고 : youtu.be/BcIFur_ARtI
메뉴 : 사이버검사소 로그인* - 튜닝 서비스 - 튜닝 대리인 등록관리
＊작업완료등록을 같이 하는 업체일 경우, 사업자로 회원가입하는 것을 권장합니다.

1. 정보입력(기업의 경우 대표자명 및 업무 담당자 정보 포함)
2. 저장 후 재로그인
3. 사이버검사소 포인트 구매 (마이페이지 - 사이버검사소 포인트)
4. 튜닝 대리신청 1회에 5 Point(=500원) 충전 필요
 * 5point 초과구매 후 차감하여 사용 가능
5. 사이버검사소 - 튜닝 서비스 - 튜닝승인신청에서 신청 진행, 차량 조회 후 포인트 차감
6. 결제 전 소유자본인확인 튜닝신청서 업로드
(튜닝승인신청서 출력 후 소유자 서명하여 첨부 [기업일 경우 직인])",2021-11-17
219,한국교통안전공단,철도안전,"철도차량운전면허 (발급, 재발급) 신청은 어떻게 하나요?","철도차량운전면허 발급(재발급)은 방문신청, 인터넷신청이 가능합니다.
■ 인터넷신청 - TS국가자격시험(https://lic.kotsa.or.kr/railroad/main.do) 발급
■ 방문 신청 - 한국교통안전공단 지역본부 및 검사소 현장 발급
서울본부
서울특별시 마포구 월드컵로 220
02-375-1271
경기남부본부
경기 수원시 권선구 수인로 24
031-297-9123
인천본부
인천 남동구 백범로 357 한국교직원공제회관 3층
032-831-6704
대전세종충남본부
대전광역시 대덕구 대덕대로 1417번길 31
042-931-4324
대구경북본부
대구광역시 수성구 노변로 33
053-794-3816
부산본부
부산광역시 사상구 학장로 256
051-315-1421
광주전남본부
광주 남구 송암로 96
062-606-7634
강릉검사소
강원 강릉시 경강로 1952-10
033-646-5000 충주검사소
충북 충주시 목행산단6로 29
043-853-5050
홍성검사소
충남 홍성군 홍성읍 충서로 1207
041-632-5837
목포검사소
전남 목포시 옥암로 153
061-283-5004
안동검사소
경북 안동시 경북대로 166-13
054-858-8447
포항검사소
경북 포항시 남구 섬안로 45번길 34
054-285-2134
진주검사소
경남 진주시 솔밭로 43번길 15
055-752-0814
■ 방문 발급의 경우 자료실에 첨부된 철도차량운전면허(발급, 재발급) 신청서 작성하시어, 사진 1매(3X4, 최근 6개월 이내 촬영)와 발급수수료(16,500원), 신분증을 지참하시어 위 지역본부 및 검사소 방문
■ 기타 자세한 사항은 054-459-7329~7336로 문의바랍니다.",2025-09-16
236,한국교통안전공단,도로안전,어린이통학버스 운행기록장치 장착 기준은 ?,"교통안전법 시행규칙 (별표4.  운행기록장치의 기준 등), (별표 5. 운행기록의 배열순서) 기준에 맞는 장치를 설치해야 합니다.
주요기능은 주행거리, 차량속도, 차량위치(GPS좌표) 기능 등을 포함하고 있습니다.
운행기록장치가 갖추어야 할 주요 기능은 모든 차량(택시, 버스, 화물, 어린이통학버스 등)이 모두 동일합니다.
운행기록장치는 규격에 맞지 않는 제품 장착시 미장착에 해당되어 과태료 부과 대상이 됩니다.
운행기록장치 장착 의무자(어린이통학버스, 버스, 화물, 택시)는 교통안전법 시행규칙에 명시된 운행기록장치의 기준을 모두 준수해야 합니다.",2022-02-22
462,한국교통안전공단,도로자격(화물·버스·택시·정밀),영수증 발급은 어떻게 하나요?,"■ 현장 결제 건 영수증 발급
 해당 지역본부에 문의

■ 온라인 결제 건 영수증 발급
1. KG이니시스 결제내역 조회 페이지 접속(☞ 바로가기 클릭)
2. 결제수단 유형 선택 후 조회
 - 무통장 입금의 경우 가상계좌번호 입력 필요 : 예약 시 받은 가상계좌 번호 확인
3. 영수증 보기 클릭
4. 구매자명 + 금액 버튼 클릭 후 입력
5. 영수증 출력",2023-08-16
467,한국교통안전공단,자동차검사,주행거리 변경 방법 문의,"공단에서 확인이 불가한 사항이며, 귀하 차량을 검사한 검사소로 문의하시거나 이전 당시 오류가 있다고 판단되시면 자동차등록사업소 등으로 문의하여 주시기 바랍니다.",2025-09-09
362,한국교통안전공단,드론안전,"무인멀티콥터 전문교육기관 신규 인가 신청시 실기교육장이 과수원이고, 비행금지구역내에 있는데 이 경우 전문교육교육기관으로 인가될 수 있는지?","농지법 및 하천법에 따라 농지 및 하천 이외 목적으로 사용 할 경우 지자체로부터 행정처분을 받을 수 있기에,  농지는 타용도일시사용허가 또는 용도변경,  하천은 지방하천점용허가서 등 지자체로부터 사용허가 문서가 필요합니다. 비행금지구역인 경우 지방항공청,  인접한 군부대 등 공역 관할 기관의 비행승인이 있는 경우 전문교육기관으로 지정 가능합니다.",2025-09-08
240,한국교통안전공단,자동차검사,한미 FTA 비 대상차량의 적색 방향지시등 허용 여부,"자유무역협정이후 수입 차량의 수입신고필증 상 차대번호 첫째자리가 ""1,4,5"" 이며 적출국이 ""미국"", 원산지 증명서 유무“Y”, 원산지“US”, 세율“0.00%” 이 모두 해당되는 자동차일 경우 미국의 안전기준을 준수한것으로 인정받은 경우 우리나라 자동차안전기준을 준수한 것으로 인정하여 제작 당시의 방향지시등이 적색일 경우 적합처리 되고 있습니다.(대상차량일 경우 제원표나 외관도에 FTA 대상임이 기재되어 있음) 다만 한·미 자유무역협정 이전에 수입된 미국차량이거나 미국이 아닌 국가에서 수입된 차량의 경우 한국의 안전기준을 적용받아 적색방향지시등은 불가합니다.",2025-09-09
281,한국교통안전공단,항공안전,[항공자격]시험결과에 이의신청이 가능한가요?,"한국교통안전공단 홈페이지에서 시험의 합격결정에 대한 이의신청이 있다면 규정된 양식을 사용하여 이의신청 사유 등을 기재하여 신청 가능합니다.

단, 시험의 합격결정과 관계가 없거나(틀린문제 확인 요청 등) 객관적인 사실 및 근거가 없는 경우에는 이의신청이 받아지지 않을 수 있습니다.",2025-09-09
413,한국교통안전공단,도로자격(화물·버스·택시·정밀),교통안전관리자 자격증 발급 시 구비 서류는 무엇인가요?,"■ 신분증, 수수료(2만원) 및 후견등기사항부존재증명서(신규발급 시에만) 1부 지참하여 한국교통안전공단 전국 지역별 자격증 신청·교부장소에서 발급 가능합니다.
■ 후견등기사항부존재증명서 발급방법
 1. 인터넷 : 전자후견등기시스템(https://egdrs.scourt.go.kr)에서 발급(공동인증서 필요)
 2. 방문 : 신분증 지참 후 가정법원 (지원포함) / 가정법원이 없는 지역은 지방법원(지원포함)에서 발급 가능
 3. 우편 : 신청서, 신분증 사본 1부, 회송용 봉투(주소 기입, 우표 부착), 수수료
 ※ 가정법원이 아니거나 우편 발급의 경우 해당 법원에 사전 문의 필요
 ※ 법원 검색 방법 : 대한민국 법원(https://www.scourt.go.kr) 접속 > 각급법원 > 검색창에 법원명 또는 지역 검색",2025-09-09
466,한국교통안전공단,자동차검사,차량인수 전 별도의 신고 없이 계기판이 교체되어 있는 경우는?,"가. 「자동차관리법」 제71조제2항에서 누구든지 자동차의 주행거리를 변경하여서는 아니 된다. 다만, 고장 또는 파손 등 대통령령으로 정하는 불가피한 사유로 변경하는 경우에는 그러하지 아니함을 규정하고 있습니다.
나. 또한 같은 법 제79조에서 제71조제2항을 위반하여 자동차 주행거리를 변경한 자에 대해 3년이하 징역, 또는 3천만원 이하의 벌금에 처하도록 규정하고 있습니다.
다. 공단은 주행거리계 고장을 확인하여 고장확인서 발급 업무를 담당하는 기관입니다. 따라서 이미 주행거리 교체가 이루어진 경우 사후업무에 대한 어떠한 권한도 갖고 있지 않으므로, 지자체나 경찰로 문의하시어 업무를 진행하시기 바랍니다.",2025-09-09
460,한국교통안전공단,도로안전,택시운전자격증이 없어도 개인택시면허 양수교육을 신청할 수 있나요?,"■ 교육 신청일 기준 택시운전 자격증이 없을 경우, 교육 접수가 불가함에 따라(국토교통부고시 제2023-377호) 교육 신청 시에는 반드시 택시운전 자격증을 보유하고 계셔야 합니다.
■ 교육접수 시 택시자격증을 확인을 할 수 있지만, 교육 접수 전에도 교통안전체험교육센터(https://tslms.kotsa.or.kr) 내 [마이페이지] - [지원자격 확인]에서 본인이 소지한 택시운전자격증을 확인·등록할 수 있습니다.
■ 다만, 확인 후 90일 동안 해당 검증기능이 활성화되며, 이후 교육을 신청해야하는 경우 재차 검증이 이루어져야합니다. 교육 접수일 전에도 지원자격 확인을 할 수 있으며 자격증 확인일자에서 부터 교육 입소일까지 자격상실(면허 취소 등) 및 자격 허위사실이 발생한 경우 교육 접수가 취소되며, 교육을 수료한 이후라도 그러한 사실이 확인될 경우 기수료한 교육이 취소될 수 있습니다.(교육 수수료 환불 불가)",2025-09-09
397,한국교통안전공단,도로자격(화물·버스·택시·정밀),"사업용운전자격증(화물,버스,택시)응시원서 접수 시 사진등록이 안 되는 경우?","■ 인터넷 원서접수 화면에서 사진을 등록 하지 않을 경우 체크하세요 항목에 체크하시면 접수를 완료 하실 수 있으며, 시험당일 증명사진을 지참하시면 됩니다.
 1. 기타 궁금하신 사항은 홈페이지나 고객콜센터(1577-0990)로 문의하시기 바랍니다.",2025-09-09
225,한국교통안전공단,철도안전,철도종사자 신체검사 판정서 등록 후 수정은 어떻게 하나요?,"철도종사자 신체검사 판정서 수정
■ 철도종사자 신체검사 판정서 수정은 개인이 신청 불가하며, 신체검사를 진행한 병원에서 한국교통안전공단으로 수정 요청 공문을 필히 보내야 수정 가능합니다. 공문의 양식은 아래와 같습니다.

■ 신체검사 판정서 수정 양식
 수신처 : 한국교통안전공단 철도안전처
 제목 : 철도종사자 신체검사 판정서 수정 요청
 내용
  1. 귀 기관의 무궁한 발전을 기원합니다.
  2. △△에 따라 신체검사 □□를 변경하고자 합니다.
  3. 수검자 : ○○○(생년월일)
     변경사유 : △△
     변경내용 : ■■→□□
	* □□를 변경하더라도 신체검사 판정서 상 합격 판정 이상 없음
	  병원 직인 필수

   ※ △△는 변경사유, 예를 들어 수검자 요청 혹은 병원의 오기입     □□는 변경사항, 예를 들어 업무구분을 최초→정기로 변경 등

■ 위 공문을 작성하시어 한국교통안전공단 철도안전처 Fax로 송부하여주시기 바랍니다. (Fax : 0502-384-5470)
■ 기타 자세한 사항은 054-459-7329~7336로 문의바랍니다.",2025-09-16
419,한국교통안전공단,자동차튜닝,하중계산 버튼을 누르니 변경 후 승차정원이 0명으로 표시됩니다.,"하중계산 화면 가장 아래에 있는 (설치중량 및 거리, 탈거중량 및 거리, 적자 시 승차정원 및 거리) 항목을 확인바랍니다.
적차 시 승차정원 및 거리 항목에 아무것도 입력되어있지 않을 경우, 변경 후 승차정원이 0명으로 표시됩니다.
해당 항목의 + 버튼을 클릭하여 좌석별 승차정원 및 거리를 입력하여 주시기 바랍니다.

참고 영상 [하중계산식]",2022-04-29
27,한국교통안전공단,도로안전,운수종사자로 일했던 경력(입퇴사기록)을 확인하고 싶은데 어디에서 확인할 수 있나요?,"당사자 본인이 직접 경력을 확인하고 싶으실 때에는 운수종사자 관리시스템(http://drv.kotsa.or.kr)에서 운수종사자 로그인으로 성명과 주민등록번호를 입력 후 휴대폰인증이나 공인인증서로 로그인 하시면 경력 확인 및 출력이 가능합니다.
 운수업체에서 채용예정운전자나 재직운전자의 경력을 확인하고 싶으실 때에는 운수종사자 관리시스템(http://drv.kotsa.or.kr)에서 운수회사 로그인 후 '전산자료수정요청-기타자료정보수정요청'메뉴에서 개인정보제공동의서를 다운받은 후 해당 종사자의 자필 서명을 받은 동의서를 첨부해 요청하시면 확인이 가능합니다.",2021-11-17
414,한국교통안전공단,도로자격(화물·버스·택시·정밀),교통안전관리자 환불규정은 어떻게 되나요?,"■ 환불규정[교통안전법 시행규칙 제32조제2항(수수료)]
 1. 응시원서 접수 기간 내 취소 : 전액환불
 2. 응시원서 접수 이후 취소 : 환불불가
■ 교통안전법 시행규칙 제32조제2항(수수료)
 1. 교통안전공단은 제1항에 따른 교통안전관리자 자격시험 응시 수수료를 납부한 사람에 대하여 다음각 호의 반환기준에 따라 응시수수료의 전부 또는 일부를 반환하여야 한다.
  가. 응시수수료를 과 오납한 경우: 과 오납한 금액의 전부
  나. 교통안전공단의 귀책사유로 시험에 응시하지 못한 경우: 납입한 응시수수료의 전부
  다. 응시원서 접수기간에 접수를 취소한 경우: 납입한 응시수수료의 전부",2025-09-09
227,한국교통안전공단,철도안전,철도종사자 신체검사 기관 등록 등 권한 요청은 어떻게 하나요?,"철도종사자 기관(운영기관, 전용철도, 교육훈련기관, 신체검사기관 등) 권한 요청 방법
■ 철도종사자 기관 권한 요청은 한국교통안전공단으로 공문 및 자료실의 보안서약서(자필서명 필수)를 보내야 취득 가능하며 공문의 양식은 아래와 같습니다.
 - 철도종사자 기관 권한 요청 양식
   수신처 : 한국교통안전공단 철도안전처
   제목 : 철도종사자 □□ 권한 요청의 건
   내용
   1. 귀 기관의 무궁한 발전을 기원합니다.
   2. △△에 따라 □□를 관리하고자 하오니 조치하여 주시기 바랍니다.
   3. 담당자 정보
      담당자 : ○○○(생년월일)
      담당자ID : ○○○
      연락처 : ○○○

   첨부 : 보안서약서 자필서명(자료실 첨부)
   기관 직인 필수
 ※ △△는 관련 근거
    운영기관 및 전용철도의 경우 철도안전법 제23조에 따라
    교육훈련기관의 경우 철도안전법 제16조에 따라
    철도신체검사 병원의 경우 철도안전법 제12조 및 동법 제13조에 따라
    철도적성검사 기관의 경우 철도안전법 제15조에 따라
    □□는 기관 기입, 예를 들어 운영기관의 경우 철도종사자를 관리, 신체검사병원의 경우 신체검사를 실시하고 정보를 등록 등
■ 위 공문을 작성하시어 한국교통안전공단 철도안전처 Fax로 송부하여주시기 바랍니다.
   (Fax : 0502-384-5470)
■ 기타 자세한 사항은 054-459-7329~7336로 문의바랍니다.",2025-09-10
482,한국교통안전공단,안전검사(기계식주차·삭도·궤도),안전관리교육 일정 확인 및 접수는 어떻게 해야 할까요?,"○ 교육일정
 1. 오프라인 교육 : 기계식주차장 관리시스템(www.kotsa.or.kr/mpis) 접속하여 확인
 2. 온라인 교육 : 한국교통안전공단 배움터(edu.kotsa.or.kr) 접속 → 고객센터 - 공지사항 → 기계식주차장 안전관리교육 온라인교육 일정 확인
○ 교육시간 : 신규교육 4시간, 보수교육 3시간
○ 교육 수강료 : 신규교육 35,000원 , 보수교육 30,000원
※ 안전관리교육이 처음인 대상자는 기계식주차장치 안전관리 신규교육 신청
  안전관리 신규교육 수강 후 3년이 지난 교육생은 기계식주차장치 안전관리 보수교육 신청
 (신규교육인지 보수교육인지 확인이 필요한 경우 054-440-3081로 전화문의)
○ 교육 접수 방법
 - 첨부파일 참고",2025-09-12
36,한국교통안전공단,드론안전,(장치신고)신고증명서는 어디서 확인(출력) 하나요?,"- 신고처리가 완료된 이후 신고증명서를 확인(출력)하고자 할 경우에는, 드론원스탑시스템-마이페이지-민원신청이력에서 처리기간을 설정하여 조회-처리상태가 처리완료인 신청번호 클릭-상단 민원처리결과에 첨부된 초경량비행장치 신고증명서 확인(다운로드)
- 드론원스탑민원서비스 시스템에서 처리된 민원신청건이 아닌 경우에는 드론원스탑민원서비스-정보마당-공지사항-비행장치신고증명서 재교부 신청(드론원스탑 미처리건 해당) 게시글을 확인하여 재교부 신청서를 공단에 e-mail로 송부하면 확인 후 해당 e-mail로 증명서 회신",2025-08-19
380,한국교통안전공단,자동차검사,디젤자동차 종합검사 대상 중 LUG_DOWN 3 검사방법이 적용되는 자동차는 어떤 종류가 있나요?,"1. 대형 승합·화물·특수자동차
2. 중형 화물·특수자동차 중 일반형에서 특수용도형으로 구조를 변경한 자동차(선택적환원촉매장치 SCR이 장착된 차에 한함)
3. 특수한 구조 등으로 한국형 경유147(KD147모드) 검사방법을 적용 할 수 없는 자동차",2025-09-09
69,한국교통안전공단,드론안전,TS드론 스마트출결 어플 로그인 시 아이디와 비밀번호가 기억나지 않습니다. 어떻게 해결할 수 있나요?,"현재 전자출결시스템의 경우 본인인증 절차 없이 간편 로그인을 제공하고 있어, 아이디/비밀번호 찾기 기능을 제공하지 않습니다.
아이디 또는 비밀번호를 잃어버리신 경우 해당 교육기관 관리자분께 문의하시어 “전자출결시스템 교육기관 관리자 웹(kotsa.or.kr/edrone)”의 계정관리를 통해 조치할 수 있습니다.",2022-04-21
382,한국교통안전공단,자동차검사,여객자동차 운송사업용 자동차를 운행하고 있습니다. 운송사업용으로 쓸수 있는 차령이 정해져 있다고 들었는데 어디에서 확인 가능한가요?,사업용 자동차의 차령은 여객자동차 운수사업법 시행령 [별표 2]에서 규정하고 있습니다. 법령은 법제처 국가법령정보센터 홈페이지에서 확인 가능합니다.,2025-09-09
228,한국교통안전공단,철도안전,철도종사자 자격시험 이의제기 신청은 어떻게 하나요?,"철도종사자 자격시험에 대한 이의제기 신청 안내
■ 철도종사자 자격시험 결과 발표일 기준 7일 이내 자료실의 이의제기 신청서를 작성하시어, 한국교통안전공단 철도안전처 Fax로 송부하여주시기 바랍니다. (Fax : 0502-384-5470)
■ 이의제기 신청서에 대한 답변기한 : 신청서 접수 순서에 따라 공휴일을 제외한 10일 이내
■ 기타 자세한 사항은 054-459-7329~7336로 문의바랍니다.",2025-09-10
253,한국교통안전공단,도로자격(화물·버스·택시·정밀),검사 소요시간 및 검사항목별 검사방법이 궁금합니다.,"■ 검사 소요시간
 신규검사 : 평균 2시간 30분 내외
 특별검사 : 평균 2시간 내외
 자격유지검사 : 평균 2시간 내외

■ 항목별 검사방법
 검사항목별 검사방법은 TS국가자격시험 홈페이지(https://lic.kotsa.or.kr) → 운전적성정밀검사 → 검사방법 안내 → 해당 검사 선택 후 상세설명을 보실 수 있습니다.
 신규검사 방법 안내 (☞ 바로가기 클릭)
 특별검사 방법 안내 (☞ 바로가기 클릭)
 자격유지검사 방법 안내 (☞ 바로가기 클릭)",2023-08-16
